nodes,corr
61,0.23391377373528408
36,0.3764317219406025
25,0.35453132196815645
38,0.481810497949966
26,0.15837857259315088
17,0.4666507920115378
16,0.23947562624350774
19,0.1949319950636004
13,-0.31396128692652
13,0.3459842245747517
12,0.3205727731114956
