nodes,corr
606,0.3501569311423167
401,0.44146740074948587
88,0.6158467746275327
387,0.32684379080416726
55,0.28331080792699187
145,0.4239809010055626
53,0.437651952135645
63,0.6047422719256577
58,0.17484136529875557
90,0.3638962344703027
608,0.29739774793023144
496,0.3061549822086985
75,0.7404920973519575
494,0.2850977226517224
308,0.19522877176909015
120,0.36962202476297207
98,0.2625977815385817
317,0.3543045184192938
51,0.49915828022230496
350,0.33416850669213083
